TFname;Type;X;Y;Z;TF
Brc 01_T1L;NB;0;0;0;*
Brc 01_T1L;pMN;16.765;3.193;-2;*
Brc 01_T1L;pMN;14.051;6.227;-2;*
Brc 01_T1L;pMN;12.295;1.916;-2;*
Brc 01_T1L;pMN;9.261;3.832;-2;*
Brc 01_T1L;pMN;6.387;1.916;-2;*
Brc 01_T1L;pMN;3.194;4.63;-2;*
Brc 01_T1L;pMN;3.992;8.781;-2;*
Brc 01_T1L;pMN;9.9;8.941;-2;*
Brc 01_T1L;pMN;11.496;-2.076;0;
Brc 01_T1L;pMN;15.328;0.798;0;
Brc 01_T1L;pMN;1.278;-6.068;0;*
Brc 01_T1L;pMN;5.748;1.437;0;*
Brc 01_T1L;pMN;3.673;6.386;0;*
Brc 01_T1L;pMN;13.891;5.109;0;*
Brc 01_T1L;GMC;4.631;-2.715;0;
Brc 01_T1L;GMC;3.832;-5.908;0;
Brc 01_T1L;pMN;9.421;2.395;1;*
Brc 01_T1L;pMN;8.622;7.664;1;*
Brc 01_T1L;GMC;2.874;-0.16;1;
Brc 01_T1L;pMN;3.673;3.672;2;*
Brc 01_T1L;GMC;4.152;-3.353;3;
Brc 01_T1L;pMN;6.866;-6.547;4;
Brc 01_T1L;pMN;7.505;-4.631;4;*
Brc 01_T1L;pMN;7.185;-1.118;4;*
Brc 01_T1L;pMN;6.387;2.075;4;*
Brc 01_T1L;pMN;3.832;-9.58;4;
Brc 01_T1L;pMN;0.639;-6.227;4;
Brc 01_T1L;pMN;2.555;-0.32;5;*
Brc 01_T1L;pMN;1.118;2.874;5;
Brc 01_T1L;GMC;4.152;-5.11;5;
Brc 01_T1L;pMN;1.597;-10.379;7;
Brc 01_T1L;pMN;7.664;-11.337;7;*
Brc 01_T1L;pMN;10.059;-2.395;7;*
Brc 01_T1L;pMN;11.975;-6.227;7;
Brc 01_T1L;pMN;12.774;-16.446;7;
Brc 01_T1L;pMN;11.337;-11.816;9;
Brc 01_T1L;pMN;0.639;-4.631;9;
Brc 01_T1L;pMN;5.11;-6.068;9;*
Brc 01_T1L;pMN;7.984;-7.984;12;*
Brc 01_T1L;pMN;13.093;-8.143;12;
Brc 01_T1L;pMN;4.471;-12.295;14;
Brc 01_T1L;pMN;4.471;-12.454;18;
Brc 01_T1L;pMN;8.942;-12.614;18;
Brc 01_T1L;pMN;14.211;-13.891;18;
Brc 01_T1R;NB;0;0;0;*
Brc 01_T1R;pMN;-4.79;-1.916;0;*
Brc 01_T1R;pMN;-1.278;-5.748;0;*
Brc 01_T1R;GMC;4.151;2.555;0;
Brc 01_T1R;GMC;4.151;-0.798;0;
Brc 01_T1R;pMN;-3.992;0.958;1;*
Brc 01_T1R;pMN;-3.034;-7.823;2;*
Brc 01_T1R;pMN;-5.908;-2.235;2;*
Brc 01_T1R;pMN;2.554;-6.546;2;*
Brc 01_T1R;pMN;4.311;-3.353;2;*
Brc 01_T1R;pMN;3.353;0.799;2;
Brc 01_T1R;pMN;5.907;0;2;
Brc 01_T1R;pMN;-0.32;-5.588;3;*
Brc 01_T1R;pMN;1.756;-2.714;3;*
Brc 01_T1R;pMN;-2.395;-1.916;3;*
Brc 01_T1R;pMN;1.596;0.958;3;*
Brc 01_T1R;GMC;3.033;3.513;3;
Brc 01_T1R;GMC;1.117;3.194;4;
Brc 01_T1R;pMN;-4.471;-7.504;5;*
Brc 01_T1R;pMN;-4.471;-3.672;5;*
Brc 01_T1R;pMN;4.311;-10.697;6;
Brc 01_T1R;pMN;5.588;-7.185;6;*
Brc 01_T1R;pMN;7.823;-1.916;6;*
Brc 01_T1R;pMN;1.117;-5.428;6;*
Brc 01_T1R;pMN;1.756;-2.235;6;*
Brc 01_T1R;pMN;-0.16;-9.899;8;*
Brc 01_T1R;pMN;7.823;-7.823;8;
Brc 01_T1R;pMN;2.554;-1.596;9;*
Brc 01_T1R;pMN;-0.479;-5.269;9;
Brc 01_T1R;pMN;2.075;-5.428;9;*
Brc 01_T1R;pMN;1.117;-11.017;11;
Brc 01_T1R;pMN;6.865;-2.554;11;
Brc 01_T1R;pMN;7.025;-8.462;11;*
Brc 01_T1R;pMN;0.798;-14.05;14;*
Brc 01_T1R;pMN;6.865;-13.731;14;
Brc 01_T1R;pMN;-4.631;-6.227;14;*
Brc 01_T1R;pMN;-6.068;-2.714;14;
Brc 01_T1R;pMN;3.672;-11.336;16;
Brc 01_T1R;pMN;3.991;-6.865;16;
Brc 01_T1R;pMN;9.42;-9.26;16;
Brc 01_T1R;pMN;3.193;-14.849;17;
Brc 01_T1R;pMN;10.538;-7.344;19;*
Brc 01_T1R;pMN;8.781;-14.689;19;
Brc 01_T1R;pMN;8.622;-10.059;23;
Brc 02_T1R;NB;0;0;0;*
Brc 02_T1R;GMC;-1.437;-3.513;0;*
Brc 02_T1R;GMC;2.395;-1.118;1;*
Brc 02_T1R;pMN;-4.95;-1.118;2;*
Brc 02_T1R;pMN;-5.429;4.151;2;*
Brc 02_T1R;GMC;-4.311;-3.673;2;
Brc 02_T1R;pMN;-8.143;-0.32;3;*
Brc 02_T1R;pMN;-8.462;3.672;3;*
Brc 02_T1R;pMN;-10.538;6.386;3;*
Brc 02_T1R;pMN;-7.664;7.823;3;*
Brc 02_T1R;pMN;-1.118;5.588;3;*
Brc 02_T1R;pMN;-1.756;3.033;4;*
Brc 02_T1R;pMN;1.597;3.991;4;*
Brc 02_T1R;pMN;-5.109;-1.118;5;*
Brc 02_T1R;pMN;-1.118;-0.32;5;*
Brc 02_T1R;pMN;-4.311;3.991;5;*
Brc 02_T1R;pMN;-5.748;9.26;6;*
Brc 02_T1R;pMN;-0.319;7.344;6;*
Brc 02_T1R;pMN;-10.059;5.748;6;*
Brc 02_T1R;pMN;-2.235;7.025;8;*
Brc 02_T1R;pMN;-7.504;1.916;8;*
Brc 02_T1R;pMN;-1.597;1.437;8;*
Brc 02_T1R;pMN;-3.193;-3.034;8;*
Brc 02_T1R;pMN;-5.748;5.269;10;*
Brc 02_T1R;pMN;-0.16;6.706;10;
Brc 02_T1R;pMN;-3.992;0.958;11;
Brc 02_T1R;pMN;-1.756;6.227;13;
Brc 02_T1R;pMN;-1.756;1.756;13;*
Brc 02_T1R;pMN;-1.756;-1.597;13;*
Brc 02_T1R;pMN;3.034;3.672;16;
Brc 02_T1R;pMN;1.437;-2.555;16;
Brc 02_T1R;pMN;1.756;2.554;18;
Brc 02_T1R;pMN;-1.756;2.554;19;
Brc 02_T1R;pMN;6.227;-3.194;19;
Brc 02_T1R;pMN;4.79;0.479;21;
Brc 02_T1R;pMN;8.782;-2.555;24;
Brc 03_T1L;NB;0;0;0;
Brc 03_T1L;pMN;-1.757;4.631;1;*
Brc 03_T1L;pMN;-4.631;2.076;1;*
Brc 03_T1L;pMN;-7.505;-0.958;1;*
Brc 03_T1L;pMN;-4.152;-4.949;2;*
Brc 03_T1L;pMN;-8.622;-3.353;2;*
Brc 03_T1L;pMN;-4.471;-1.596;5;*
Brc 03_T1L;pMN;-6.547;1.916;5;*
Brc 03_T1L;pMN;-4.152;3.353;5;*
Brc 03_T1L;pMN;-1.757;3.353;5;*
Brc 03_T1L;pMN;-8.463;1.916;5;*
Brc 03_T1L;pMN;-0.32;0.32;6;*
Brc 03_T1L;pMN;0.159;-1.596;6;
Brc 03_T1L;pMN;-5.908;-4.79;7;*
Brc 03_T1L;pMN;-2.076;-7.983;7;*
Brc 03_T1L;pMN;-1.597;-4.63;7;*
Brc 03_T1L;pMN;-7.664;-0.479;8;*
Brc 03_T1L;pMN;2.554;2.715;9;
Brc 03_T1L;pMN;-3.353;3.673;10;*
Brc 03_T1L;pMN;-0.479;0.479;10;
Brc 03_T1L;pMN;1.916;3.513;10;
Brc 03_T1L;pMN;2.874;-1.756;10;
Brc 03_T1L;pMN;0.798;-5.588;10;
Brc 03_T1L;pMN;-5.11;-4.311;10;
Brc 03_T1L;pMN;-4.95;1.118;11;*
Brc 03_T1L;pMN;-0.799;4.471;14;
Brc 03_T1L;pMN;1.117;-3.033;18;*
Brc 03_T1L;pMN;2.075;0.958;18;
Brc 03_T1L;pMN;1.277;6.068;18;
Brc 03_T1L;pMN;4.949;3.992;19;*
Brc 03_T1L;pMN;-7.824;-6.386;19;
Brc 03_T1L;pMN;-1.757;3.513;20;
Brc 03_T1L;pMN;-5.11;-0.638;21;
Brc 03_T1L;pMN;1.756;0;22;
Brc 03_T1L;pMN;-0.32;6.706;22;
Brc 03_T1L;pMN;-5.11;3.832;23;
Brc 03_T1L;pMN;-5.11;-1.277;25;
Brc 03_T1L;pMN;0.479;2.715;25;*
Brc 03_T1L;pMN;-5.589;3.353;29;
Brc 03_T1L;GMC;0.958;0.958;3;
Brc 03_T1L;GMC;-1.757;-1.277;3;
Brc 03_T1R;NB;0;0;0;
Brc 03_T1R;pMN;-5.908;4.949;2;*
Brc 03_T1R;pMN;-3.034;-3.194;2;*
Brc 03_T1R;GMC;0.479;3.512;2;
Brc 03_T1R;GMC;-5.109;-1.118;2;
Brc 03_T1R;pMN;4.311;-2.236;3;*
Brc 03_T1R;pMN;0.479;-5.11;3;
Brc 03_T1R;pMN;-5.908;3.193;4;*
Brc 03_T1R;pMN;-3.034;0.638;4;
Brc 03_T1R;pMN;2.395;0.479;4;*
Brc 03_T1R;pMN;-7.345;5.907;5;*
Brc 03_T1R;pMN;-2.076;6.546;5;*
Brc 03_T1R;pMN;2.874;6.546;5;*
Brc 03_T1R;pMN;5.269;3.672;5;*
Brc 03_T1R;pMN;7.983;5.907;6;*
Brc 03_T1R;pMN;3.513;-3.353;6;*
Brc 03_T1R;pMN;-2.395;-1.278;6;*
Brc 03_T1R;pMN;6.866;0.319;7;
Brc 03_T1R;pMN;1.277;2.395;7;*
Brc 03_T1R;pMN;3.832;7.344;8;*
Brc 03_T1R;pMN;-2.235;0.798;9;*
Brc 03_T1R;pMN;-6.866;6.067;9;*
Brc 03_T1R;pMN;5.429;4.311;10;
Brc 03_T1R;pMN;9.74;6.067;10;
Brc 03_T1R;pMN;-1.756;9.42;11;
Brc 03_T1R;pMN;-4.151;4.79;11;
Brc 03_T1R;pMN;1.756;0.479;11;
Brc 03_T1R;pMN;10.059;3.832;12;
Brc 03_T1R;pMN;-1.756;3.832;14;
Brc 03_T1R;pMN;0;8.622;14;*
Brc 03_T1R;pMN;3.672;1.277;14;
Brc 03_T1R;pMN;7.345;7.664;15;
Brc 03_T1R;pMN;12.454;5.748;16;
Brc 03_T1R;pMN;3.513;1.277;25;
Brc 03_T1R;pMN;5.429;4.47;25;
Brc 01_T2L;NB;0;0;0;*
Brc 01_T2L;GMC;3.992;-4.152;3;*
Brc 01_T2L;GMC;0.958;-4.95;3;
Brc 01_T2L;pMN;-2.075;1.117;4;*
Brc 01_T2L;pMN;-4.949;0.319;4;*
Brc 01_T2L;pMN;-5.269;-2.395;4;*
Brc 01_T2L;pMN;1.597;-6.068;5;
Brc 01_T2L;pMN;-3.033;-4.95;5;*
Brc 01_T2L;pMN;7.026;-8.942;5;*
Brc 01_T2L;pMN;5.748;-5.11;5;*
Brc 01_T2L;pMN;4.152;-1.597;5;*
Brc 01_T2L;pMN;-0.479;-2.715;6;*
Brc 01_T2L;pMN;1.597;0.479;6;*
Brc 01_T2L;GMC;4.152;-7.984;6;
Brc 01_T2L;pMN;-7.983;-3.832;7;*
Brc 01_T2L;pMN;2.236;-10.059;8;
Brc 01_T2L;pMN;-1.437;-8.622;8;*
Brc 01_T2L;pMN;-5.588;-7.824;9;*
Brc 01_T2L;pMN;-4.79;-3.673;9;*
Brc 01_T2L;pMN;-0.638;-3.992;9;*
Brc 01_T2L;GMC;-7.983;-1.597;9;
Brc 01_T2L;pMN;2.236;-6.068;11;*
Brc 01_T2L;pMN;1.757;-15.169;11;
Brc 01_T2L;pMN;-3.033;-11.816;12;
Brc 01_T2L;pMN;-3.033;-16.446;12;
Brc 01_T2L;pMN;7.345;-17.564;13;
Brc 01_T2L;pMN;5.908;-13.093;13;*
Brc 01_T2L;pMN;5.269;-9.421;13;
Brc 01_T2L;pMN;1.278;-9.101;14;*
Brc 01_T2L;pMN;10.538;-18.202;16;
Brc 01_T2L;pMN;2.395;-20.278;16;
Brc 01_T2L;pMN;-5.588;-14.53;16;
Brc 01_T2L;pMN;6.068;-17.723;18;
Brc 01_T2L;pMN;0.32;-15.169;18;*
Brc 01_T2L;pMN;-0.638;-20.757;21;
Brc 01_T2L;pMN;7.026;-20.917;21;
Brc 01_T2L;pMN;8.143;-24.908;25;
Brc 01_T2L;pMN;10.219;-27.144;28;
Brc 02_T2R;NB;0;0;0;*
Brc 02_T2R;pMN;0.798;4.79;0;*
Brc 02_T2R;pMN;3.513;5.11;0;*
Brc 02_T2R;GMC;3.832;-0.479;0;*
Brc 02_T2R;GMC;4.79;2.076;0;*
Brc 02_T2R;pMN;2.555;-4.311;3;*
Brc 02_T2R;pMN;-3.672;0;3;*
Brc 02_T2R;pMN;5.588;-1.117;3;*
Brc 02_T2R;GMC;4.311;3.513;3;*
Brc 02_T2R;pMN;-1.277;-1.916;4;*
Brc 02_T2R;pMN;-2.235;3.832;4;*
Brc 02_T2R;pMN;1.118;3.194;4;*
Brc 02_T2R;pMN;3.672;-6.067;6;*
Brc 02_T2R;pMN;6.227;-0.798;6;*
Brc 02_T2R;pMN;3.353;-3.033;7;*
Brc 02_T2R;pMN;-2.076;-3.832;8;*
Brc 02_T2R;pMN;-2.076;2.076;8;*
Brc 02_T2R;pMN;1.437;3.832;9;*
Brc 02_T2R;pMN;3.193;1.437;9;*
Brc 02_T2R;pMN;6.227;-3.193;9;*
Brc 02_T2R;pMN;-1.597;0;11;*
Brc 02_T2R;pMN;0.319;-5.907;11;*
Brc 02_T2R;pMN;5.588;-8.462;14;
Brc 02_T2R;pMN;7.504;-4.63;14;
Brc 02_T2R;pMN;0.958;-9.58;15;
Brc 02_T2R;pMN;1.118;-1.437;15;
Brc 02_T2R;pMN;4.95;-2.554;15;
Brc 02_T2R;pMN;0.16;-5.428;17;*
Brc 02_T2R;pMN;5.748;-4.63;19;*
Brc 02_T2R;pMN;1.437;-2.554;19;
Brc 02_T2R;pMN;-0.479;-7.823;20;
Brc 02_T2R;pMN;2.235;-6.706;23;
Brc 02_T2R;pMN;1.277;-13.252;23;
Brc 02_T2R;pMN;6.706;-16.765;24;
Brc 02_T2R;pMN;1.597;-11.176;25;
Brc 03_T2L;NB;0;0;0;*
Brc 03_T2L;pMN;0.479;-6.546;2;*
Brc 03_T2L;pMN;2.554;-6.067;2;*
Brc 03_T2L;pMN;5.109;-4.79;2;*
Brc 03_T2L;pMN;6.706;-8.782;3;*
Brc 03_T2L;pMN;7.185;-5.908;4;*
Brc 03_T2L;pMN;-3.992;-5.109;5;*
Brc 03_T2L;pMN;2.874;-8.941;6;*
Brc 03_T2L;pMN;5.748;-4.311;7;*
Brc 03_T2L;pMN;-3.673;-8.303;7;*
Brc 03_T2L;pMN;-8.303;-5.429;7;*
Brc 03_T2L;pMN;0.798;-3.672;8;
Brc 03_T2L;pMN;3.512;-5.429;8;
Brc 03_T2L;pMN;0.958;-9.899;8;*
Brc 03_T2L;pMN;2.554;-6.067;11;
Brc 03_T2L;pMN;-5.429;-6.546;11;
Brc 03_T2L;pMN;-5.748;-9.42;11;*
Brc 03_T2L;pMN;-0.799;-9.42;11;*
Brc 03_T2L;pMN;-3.194;-6.067;13;
Brc 03_T2L;pMN;6.067;-4.79;14;
Brc 03_T2L;pMN;2.395;-2.076;14;
Brc 03_T2L;pMN;-1.437;0;14;*
Brc 03_T2L;pMN;2.235;0;16;
Brc 03_T2L;pMN;-3.992;-8.303;16;
Brc 03_T2L;pMN;3.193;-9.101;16;*
Brc 03_T2L;pMN;5.748;-7.983;19;*
Brc 03_T2L;pMN;3.353;-12.294;19;*
Brc 03_T2L;pMN;1.277;-15.328;19;*
Brc 03_T2L;pMN;-1.437;-7.345;19;
Brc 03_T2L;pMN;0.958;-4.151;19;
Brc 03_T2L;pMN;1.596;-9.899;23;
Brc 03_T2L;pMN;7.185;-11.017;23;
Brc 03_T2L;pMN;5.748;-15.009;25;
Brc 03_T2L;pMN;7.185;-13.891;28;
Brc 03_T2L;GMC;-2.874;-3.034;3;
Brc 03_T2L;GMC;0.319;-1.916;3;
Brc 03_T2L;GMC;3.512;-0.639;4;
Brc 03_T2R;NB;0;0;0;*
Brc 03_T2R;pMN;-5.588;-3.992;2;*
Brc 03_T2R;pMN;-2.395;-4.311;2;*
Brc 03_T2R;GMC;-3.193;-0.479;2;
Brc 03_T2R;GMC;-3.832;2.395;2;
Brc 03_T2R;pMN;-5.907;-0.639;3;
Brc 03_T2R;pMN;1.118;2.235;3;*
Brc 03_T2R;pMN;3.832;-4.151;4;*
Brc 03_T2R;pMN;6.227;-4.79;4;*
Brc 03_T2R;pMN;5.269;-1.597;4;*
Brc 03_T2R;pMN;0.32;-6.706;5;*
Brc 03_T2R;pMN;-5.109;2.874;5;
Brc 03_T2R;pMN;-7.185;-0.319;7;
Brc 03_T2R;pMN;-4.79;2.076;7;
Brc 03_T2R;pMN;-7.983;4.95;8;*
Brc 03_T2R;pMN;2.874;-7.345;9;*
Brc 03_T2R;pMN;5.908;-6.866;9;*
Brc 03_T2R;pMN;2.715;-2.076;9;*
Brc 03_T2R;pMN;-2.395;0;10;
Brc 03_T2R;pMN;-1.277;-3.992;10;*
Brc 03_T2R;pMN;-3.353;-6.227;10;*
Brc 03_T2R;pMN;-7.025;-4.79;11;*
Brc 03_T2R;pMN;5.11;-4.79;13;*
Brc 03_T2R;pMN;-0.479;-3.832;13;
Brc 03_T2R;pMN;-6.227;0.798;14;
Brc 03_T2R;pMN;-5.907;-8.143;14;*
Brc 03_T2R;pMN;-3.672;-11.017;14;*
Brc 03_T2R;pMN;-11.655;-1.756;14;
Brc 03_T2R;pMN;-8.462;1.756;18;
Brc 03_T2R;pMN;-7.504;-3.992;18;
Brc 03_T2R;pMN;-15.966;-5.908;20;
Brc 03_T2R;pMN;-10.538;-7.504;20;
Brc 03_T2R;pMN;-11.655;-2.395;20;
Brc 03_T2R;pMN;-7.185;-11.975;21;
Brc 03_T2R;pMN;-15.966;-6.866;24;
Brc 03_T2R;pMN;-12.613;-6.067;24;
Brc 03_T2R;pMN;-13.731;-9.101;27;
Brc 03_T2R;pMN;-5.907;-17.723;30;
Brc 01_T3R;NB;0;0;0;*
Brc 01_T3R;pMN;-8.782;2.554;-4;*
Brc 01_T3R;pMN;-10.538;3.353;-2;*
Brc 01_T3R;pMN;-6.227;1.756;-2;*
Brc 01_T3R;pMN;-6.546;-2.555;-2;*
Brc 01_T3R;pMN;-12.135;-0.799;-2;*
Brc 01_T3R;GMC;-3.034;-1.278;-1;
Brc 01_T3R;GMC;-3.353;1.596;-1;
Brc 01_T3R;pMN;-8.941;-1.916;0;*
Brc 01_T3R;pMN;-10.219;-5.748;0;
Brc 01_T3R;pMN;-0.639;-3.194;0;*
Brc 01_T3R;pMN;-6.866;-5.429;0;*
Brc 01_T3R;pMN;-8.303;-9.101;0;*
Brc 01_T3R;pMN;-8.143;5.748;1;*
Brc 01_T3R;pMN;-6.067;2.714;1;*
Brc 01_T3R;pMN;-10.219;2.235;1;*
Brc 01_T3R;pMN;-12.294;-5.11;2;
Brc 01_T3R;pMN;-4.151;-4.471;3;*
Brc 01_T3R;pMN;-5.429;-9.261;3;*
Brc 01_T3R;pMN;-1.437;-7.345;3;
Brc 01_T3R;pMN;-7.824;-13.891;4;*
Brc 01_T3R;pMN;-10.059;3.353;5;*
Brc 01_T3R;pMN;-7.345;2.714;5;*
Brc 01_T3R;pMN;-6.227;1.117;5;*
Brc 01_T3R;pMN;-9.58;-7.185;5;*
Brc 01_T3R;pMN;-2.714;-14.53;5;
Brc 01_T3R;pMN;-5.748;-17.723;5;
Brc 01_T3R;pMN;-0.479;-17.085;5;
Brc 01_T3R;pMN;0.16;-10.858;5;
Brc 01_T3R;pMN;-3.992;-0.799;6;*
Brc 01_T3R;pMN;-7.983;-20.438;9;
Brc 01_T3R;pMN;-2.395;-22.833;9;
Brc 01_T3R;pMN;-7.185;-5.748;9;*
Brc 01_T3R;pMN;-3.193;-12.295;10;
Brc 01_T3R;pMN;-6.227;-23.631;12;*
Brc 01_T3R;pMN;-7.025;-17.883;12;
Brc 01_T3R;pMN;-3.513;-17.564;12;
Brc 01_T3R;pMN;-0.958;-21.076;14;
Brc 01_T3R;pMN;-5.109;-24.429;16;
Brc 01_T3R;pMN;-1.277;-23.152;22;
Brc 01_T3L;NB;0;0;0;
Brc 01_T3L;pMN;-1.756;-4.949;0;*
Brc 01_T3L;pMN;1.437;-4.151;0;*
Brc 01_T3L;pMN;1.277;-8.143;0;*
Brc 01_T3L;pMN;3.034;-11.815;3;*
Brc 01_T3L;GMC;2.235;0.479;3;
Brc 01_T3L;pMN;-1.118;-9.42;4;*
Brc 01_T3L;pMN;-0.798;-5.428;4;*
Brc 01_T3L;pMN;2.235;-8.462;4;*
Brc 01_T3L;pMN;0.639;-3.991;5;*
Brc 01_T3L;pMN;2.874;-1.437;5;
Brc 01_T3L;pMN;3.992;0.799;7;*
Brc 01_T3L;pMN;0.958;-0.159;7;*
Brc 01_T3L;pMN;1.277;-9.739;8;*
Brc 01_T3L;pMN;-0.958;-13.412;8;*
Brc 01_T3L;pMN;3.193;-15.487;8;
Brc 01_T3L;pMN;5.748;-2.714;8;*
Brc 01_T3L;pMN;2.076;-5.109;8;*
Brc 01_T3L;pMN;5.269;-8.302;10;*
Brc 01_T3L;pMN;-1.277;-20.756;10;*
Brc 01_T3L;pMN;1.916;-21.235;10;*
Brc 01_T3L;pMN;-2.395;-14.37;11;*
Brc 01_T3L;pMN;3.193;-7.025;12;*
Brc 01_T3L;pMN;6.227;-5.588;12;*
Brc 01_T3L;pMN;4.95;-10.538;12;*
Brc 01_T3L;pMN;0.16;-12.134;12;*
Brc 01_T3L;pMN;5.748;-14.689;13;
Brc 01_T3L;pMN;5.109;-20.756;13;
Brc 01_T3L;pMN;4.151;-26.185;14;
Brc 01_T3L;pMN;-0.479;-25.546;14;
Brc 01_T3L;pMN;8.143;-24.748;14;
Brc 01_T3L;pMN;-0.16;-19.479;15;
Brc 01_T3L;pMN;1.756;-20.756;18;
Brc 01_T3L;pMN;6.387;-20.756;18;
Brc 01_T3L;pMN;7.664;-28.899;18;*
Brc 01_T3L;pMN;4.63;-22.353;22;*
Brc 01_T3L;pMN;7.504;-25.546;22;
Brc 01_T3L;pMN;11.017;-30.177;28;
Brc 02_T3R;NB;0;0;0;*
Brc 02_T3R;GMC;-3.034;-2.715;0;*
Brc 02_T3R;GMC;-4.631;0.159;0;*
Brc 02_T3R;GMC;-6.547;-3.513;0;
Brc 02_T3R;pMN;-3.194;-4.79;3;*
Brc 02_T3R;pMN;-3.034;-2.715;3;*
Brc 02_T3R;pMN;0.479;-3.992;3;
Brc 02_T3R;pMN;-6.227;-7.026;4;*
Brc 02_T3R;pMN;-7.505;-0.958;4;*
Brc 02_T3R;pMN;-10.219;-2.395;4;*
Brc 02_T3R;pMN;-3.034;-7.505;7;*
Brc 02_T3R;pMN;-1.757;-5.589;7;*
Brc 02_T3R;pMN;-3.513;-3.034;7;*
Brc 02_T3R;pMN;-5.589;-0.32;7;*
Brc 02_T3R;pMN;-8.942;0.319;9;*
Brc 02_T3R;pMN;-8.782;-4.311;9;*
Brc 02_T3R;pMN;-7.026;-8.942;9;*
Brc 02_T3R;pMN;-2.715;-11.496;9;*
Brc 02_T3R;pMN;-0.639;-6.068;9;*
Brc 02_T3R;pMN;-11.337;-2.715;11;*
Brc 02_T3R;pMN;-5.908;-2.236;11;*
Brc 02_T3R;pMN;-9.101;-7.345;12;*
Brc 02_T3R;pMN;-6.387;-11.816;12;*
Brc 02_T3R;pMN;-4.152;-17.404;12;
Brc 02_T3R;pMN;-1.437;-18.522;12;
Brc 02_T3R;pMN;-0.32;-14.051;12;*
Brc 02_T3R;pMN;3.033;-17.244;13;
Brc 02_T3R;pMN;-1.278;-9.58;13;*
Brc 02_T3R;pMN;-6.866;-7.984;14;
Brc 02_T3R;pMN;-5.269;-15.488;18;
Brc 02_T3R;pMN;-3.194;-18.202;21;
Brc 02_T3R;pMN;-6.068;-20.757;21;
Brc 02_T3R;pMN;-5.908;-25.866;21;
Brc 02_T3R;pMN;-5.748;-30.656;25;
Brc 02_T3R;pMN;-7.984;-24.429;25;
Brc 02_T3R;pMN;-4.95;-22.833;25;
Brc 02_T3R;pMN;-5.908;-29.858;28;
Brc 02_T3R;pMN;-3.673;-26.824;29;
Brc 02_T3R;pMN;-9.421;-4.152;0;*
Brc 03_T3L;NB;0;0;0;
Brc 03_T3L;pMN;0.16;8.942;-4;*
Brc 03_T3L;pMN;1.756;6.068;-4;*
Brc 03_T3L;pMN;-1.277;5.908;0;*
Brc 03_T3L;pMN;1.756;9.101;0;
Brc 03_T3L;pMN;3.353;4.152;0;*
Brc 03_T3L;pMN;6.227;6.387;1;*
Brc 03_T3L;pMN;0.16;2.874;1;*
Brc 03_T3L;pMN;3.034;10.698;3;
Brc 03_T3L;pMN;5.748;5.748;4;*
Brc 03_T3L;pMN;2.076;8.143;6;
Brc 03_T3L;pMN;-1.437;5.269;6;
Brc 03_T3L;pMN;4.311;0.479;6;*
Brc 03_T3L;pMN;7.345;3.034;6;*
Brc 03_T3L;pMN;0;1.597;6;*
Brc 03_T3L;pMN;2.076;-0.638;6;*
Brc 03_T3L;pMN;-1.118;-0.798;6;*
Brc 03_T3L;pMN;3.034;-4.79;7;
Brc 03_T3L;pMN;-3.034;-6.546;9;
Brc 03_T3L;pMN;-2.395;-0.958;9;*
Brc 03_T3L;pMN;1.277;8.143;9;*
Brc 03_T3L;pMN;-3.193;3.513;10;*
Brc 03_T3L;pMN;5.908;4.471;10;
Brc 03_T3L;pMN;5.429;0.799;10;
Brc 03_T3L;pMN;0.479;-3.832;10;*
Brc 03_T3L;pMN;3.992;-4.79;10;*
Brc 03_T3L;pMN;5.588;-3.672;12;
Brc 03_T3L;pMN;3.353;4.152;13;
Brc 03_T3L;pMN;-3.034;-5.588;14;
Brc 03_T3L;pMN;-4.95;-0.638;14;*
Brc 03_T3L;pMN;-2.395;2.076;14;
Brc 03_T3L;pMN;4.79;-2.554;16;
Brc 03_T3L;pMN;7.664;-7.025;16;
Brc 03_T3L;pMN;4.151;-11.815;16;
Brc 03_T3L;pMN;0.479;-4.47;18;
Brc 03_T3L;pMN;-1.277;0;19;
Brc 03_T3L;pMN;7.025;-6.706;19;
Brc 03_T3L;pMN;-2.555;-12.613;20;
Brc 03_T3L;pMN;3.193;-7.983;21;
Brc 03_T3L;pMN;3.034;-13.412;25;
Brc 03_T3L;pMN;0.16;-10.378;25;
Brc 03_T3L;GMC;0.479;-1.117;3;
Brc 03_T3L;GMC;1.597;-3.353;3;
Brc 03_T3L;GMC;0.16;-4.63;7;
Brc 03_T3L;GMC;1.118;-7.664;8;
Brc 03_T3R;NB;0;0;0;
Brc 03_T3R;GMC;-4.311;-2.395;0;
Brc 03_T3R;GMC;-1.596;-3.991;0;
Brc 03_T3R;pMN;-4.47;-7.983;2;*
Brc 03_T3R;pMN;-1.117;1.757;3;*
Brc 03_T3R;pMN;-4.63;2.236;3;*
Brc 03_T3R;pMN;-5.588;-0.638;3;*
Brc 03_T3R;GMC;0.479;-4.311;3;
Brc 03_T3R;pMN;-6.067;-4.63;4;*
Brc 03_T3R;pMN;-2.874;-6.067;4;
Brc 03_T3R;pMN;-1.756;-1.117;5;*
Brc 03_T3R;pMN;0.958;-5.748;6;*
Brc 03_T3R;pMN;0;-10.218;6;*
Brc 03_T3R;pMN;-2.235;-4.949;6;
Brc 03_T3R;pMN;-6.227;-8.781;6;*
