TFname;Type;X;Y;Z;TF
Pros 01_T3R;pMN;3.193;0.319;-11;*
Pros 01_T3R;pMN;-2.714;-4.471;-9;*
Pros 01_T3R;pMN;-0.958;-8.622;-9;*
Pros 01_T3R;pMN;0.16;0.479;-8;*
Pros 01_T3R;pMN;3.513;-5.908;-8;*
Pros 01_T3R;pMN;-0.319;-1.916;-8;*
Pros 01_T3R;pMN;7.345;0.479;-7;*
Pros 01_T3R;pMN;-1.916;-2.395;-6;*
Pros 01_T3R;pMN;-1.916;-5.589;-5;*
Pros 01_T3R;pMN;4.63;0.319;-4;*
Pros 01_T3R;pMN;3.672;3.353;-4;*
Pros 01_T3R;pMN;3.193;-10.858;-3;*
Pros 01_T3R;pMN;-0.958;-12.774;-3;*
Pros 01_T3R;pMN;-2.076;-7.824;-3;*
Pros 01_T3R;pMN;2.555;-2.236;-3;*
Pros 01_T3R;pMN;-1.916;-13.572;-3;*
Pros 01_T3R;pMN;1.277;-4.79;-2;*
Pros 01_T3R;pMN;7.824;-1.278;-2;*
Pros 01_T3R;pMN;4.63;0;0;*
Pros 01_T3R;pMN;5.908;-3.832;0;*
Pros 01_T3R;GMC;-0.639;-2.874;0;*
Pros 01_T3R;pMN;3.672;-8.143;1;*
Pros 01_T3R;pMN;0.16;-7.505;1;*
Pros 01_T3R;pMN;-2.235;-10.698;1;*
Pros 01_T3R;pMN;-1.118;-16.127;1;
Pros 01_T3R;pMN;4.63;-14.37;4;
Pros 01_T3R;GMC;1.597;-6.227;4;
Pros 01_T3R;GMC;1.118;-3.992;4;*
Pros 01_T3R;GMC;0.958;-3.673;4;
Pros 01_T3R;pMN;0.639;-9.9;5;
Pros 01_T3R;pMN;4.311;-9.9;5;*
Pros 01_T3R;pMN;10.378;-20.278;8;
Pros 01_T3R;pMN;3.672;-20.917;8;
Pros 01_T3R;pMN;-0.479;-20.118;8;
Pros 01_T3R;pMN;0.16;-14.051;11;
Pros 01_T3R;pMN;4.95;-24.27;12;
Pros 01_T3R;pMN;0.319;-23.95;12;
Pros 01_T3R;pMN;7.025;-24.27;16;
Pros 02_T3L;NB;0;0;0;
Pros 02_T3L;pMN;1.597;-5.908;-1;*
Pros 02_T3L;pMN;5.269;-3.832;-1;*
Pros 02_T3L;pMN;-1.437;-8.782;-1;*
Pros 02_T3L;pMN;6.866;-12.614;1;*
Pros 02_T3L;pMN;-0.958;-14.849;1;*
Pros 02_T3L;pMN;2.235;-15.967;3;*
Pros 02_T3L;pMN;4.311;-3.193;3;*
Pros 02_T3L;pMN;2.395;-17.563;3;*
Pros 02_T3L;GMC;0.639;-3.034;3;*
Pros 02_T3L;GMC;-0.639;-0.16;3;*
Pros 02_T3L;pMN;0.639;-8.782;4;*
Pros 02_T3L;pMN;-2.714;-13.093;4;*
Pros 02_T3L;pMN;-2.874;-19.799;4;*
Pros 02_T3L;pMN;4.63;-17.723;4;*
Pros 02_T3L;pMN;7.664;-11.656;4;*
Pros 02_T3L;pMN;-3.992;-18.202;4;*
Pros 02_T3L;pMN;2.874;-22.034;4;*
Pros 02_T3L;pMN;-0.639;-22.353;4;*
Pros 02_T3L;pMN;5.588;-6.546;5;*
Pros 02_T3L;pMN;-3.672;-11.656;6;*
Pros 02_T3L;pMN;1.916;-12.933;6;*
Pros 02_T3L;pMN;6.866;-18.202;6;
Pros 02_T3L;pMN;-1.437;-21.395;6;*
Pros 02_T3L;pMN;-2.235;-22.353;6;*
Pros 02_T3L;pMN;-1.916;-11.975;9;*
Pros 02_T3L;pMN;6.067;-18.521;10;
Pros 02_T3L;pMN;4.151;-22.992;10;
Pros 02_T3L;pMN;1.118;-15.488;10;*
Pros 02_T3L;pMN;-5.269;-13.572;10;
Pros 02_T3L;pMN;-0.479;-23.471;10;
Pros 02_T3L;pMN;-5.109;-31.295;10;
Pros 02_T3L;pMN;8.462;-15.488;10;
Pros 02_T3L;pMN;-8.782;-26.345;13;
Pros 02_T3L;pMN;-5.109;-16.446;14;
Pros 02_T3L;pMN;1.597;-18.681;15;
Pros 02_T3L;pMN;-3.513;-24.11;15;
Pros 02_T3L;pMN;5.109;-8.782;-1;*
Pros 02_T3R;NB;0;0;0;
Pros 02_T3R;pMN;2.874;-6.227;0;*
Pros 02_T3R;pMN;5.588;-6.547;0;*
Pros 02_T3R;pMN;8.462;-9.261;2;*
Pros 02_T3R;pMN;2.235;-10.059;2;*
Pros 02_T3R;pMN;6.067;-13.093;2;*
Pros 02_T3R;pMN;7.983;-14.37;2;*
Pros 02_T3R;pMN;1.916;-6.706;3;*
Pros 02_T3R;pMN;10.857;-19.16;4;*
Pros 02_T3R;pMN;12.294;-26.665;5;
Pros 02_T3R;pMN;9.101;-24.908;5;*
Pros 02_T3R;pMN;5.908;-19.959;5;*
Pros 02_T3R;GMC;3.832;-10.379;5;*
Pros 02_T3R;GMC;4.79;-7.984;5;*
Pros 02_T3R;GMC;3.353;-4.471;5;
Pros 02_T3R;GMC;5.269;-1.916;5;*
Pros 02_T3R;GMC;0.16;-6.068;5;*
Pros 02_T3R;pMN;2.714;-15.807;6;*
Pros 02_T3R;pMN;0.319;-11.975;6;*
Pros 02_T3R;pMN;9.42;-15.009;6;*
Pros 02_T3R;pMN;3.513;-26.186;7;
Pros 02_T3R;pMN;9.58;-32.413;7;
Pros 02_T3R;pMN;1.277;-5.908;8;*
Pros 02_T3R;pMN;5.748;-6.387;8;*
Pros 02_T3R;pMN;1.756;-10.379;8;*
Pros 02_T3R;pMN;8.143;-7.664;9;*
Pros 02_T3R;pMN;8.782;-11.816;9;*
Pros 02_T3R;pMN;10.698;-25.228;9;
Pros 02_T3R;pMN;2.714;-20.438;9;*
Pros 02_T3R;pMN;3.353;-10.858;10;*
Pros 02_T3R;pMN;6.387;-15.807;10;*
Pros 02_T3R;pMN;2.235;-16.127;10;*
Pros 02_T3R;pMN;8.782;-38.161;10;
Pros 02_T3R;pMN;5.588;-36.883;10;
Pros 02_T3R;pMN;4.471;-20.278;11;*
Pros 02_T3R;pMN;2.395;-29.219;12;*
Pros 02_T3R;pMN;8.622;-40.077;15;
Pros 02_T3R;pMN;2.555;-38.161;15;
Pros 02_T3R;pMN;5.429;-31.774;15;
Pros 02_T3R;pMN;2.874;-36.883;19;
Pros 02_T3R;pMN;13.731;-31.934;19;
Pros 02_T3R;pMN;10.538;-30.497;19;
Pros 03_T3L;NB;0;0;0;
Pros 03_T3L;pMN;-1.277;-4.47;0;*
Pros 03_T3L;pMN;-3.513;-2.235;0;*
Pros 03_T3L;pMN;-6.866;-3.193;0;*
Pros 03_T3L;pMN;-3.513;-7.664;0;*
Pros 03_T3L;pMN;0.319;-6.067;1;*
Pros 03_T3L;pMN;-8.143;0.32;2;*
Pros 03_T3L;pMN;-5.109;-0.319;2;*
Pros 03_T3L;pMN;-1.118;-11.655;3;*
Pros 03_T3L;pMN;-6.387;-5.109;3;*
Pros 03_T3L;pMN;-2.874;-2.235;4;*
Pros 03_T3L;pMN;-6.227;2.076;4;*
Pros 03_T3L;pMN;-0.639;1.118;4;*
Pros 03_T3L;pMN;-2.874;-6.865;4;*
Pros 03_T3L;GMC;1.597;-3.353;4;*
Pros 03_T3L;GMC;2.235;1.916;4;
Pros 03_T3L;GMC;4.63;-0.319;4;
Pros 03_T3L;pMN;-4.95;-0.479;5;*
Pros 03_T3L;pMN;2.874;5.589;6;*
Pros 03_T3L;pMN;5.748;3.992;6;*
Pros 03_T3L;pMN;-0.958;-4.47;6;*
Pros 03_T3L;pMN;-3.992;-9.26;7;*
Pros 03_T3L;pMN;-5.429;-4.63;7;*
Pros 03_T3L;pMN;1.756;1.597;7;*
Pros 03_T3L;pMN;3.832;-10.378;7;*
Pros 03_T3L;pMN;-0.16;-2.874;8;*
Pros 03_T3L;pMN;0.319;-7.664;8;*
Pros 03_T3L;pMN;4.151;-1.916;9;
Pros 03_T3L;pMN;-2.235;-10.697;10;*
Pros 03_T3L;pMN;-2.874;-7.025;10;*
Pros 03_T3L;pMN;8.941;-5.588;11;
Pros 03_T3L;pMN;6.387;-8.462;11;
Pros 03_T3L;pMN;7.345;-0.319;13;
Pros 03_T3L;pMN;7.345;-12.454;13;
Pros 03_T3L;pMN;2.555;-5.748;14;*
Pros 03_T3L;pMN;1.756;-6.546;14;*
Pros 03_T3L;pMN;0.958;-10.538;15;
Pros 03_T3L;pMN;11.496;-7.983;15;
Pros 03_T3L;pMN;8.782;-6.067;15;
Pros 03_T3L;pMN;8.143;-17.084;16;
Pros 03_T3L;pMN;5.429;-9.101;17;
Pros 03_T3L;pMN;10.698;-11.336;17;
Pros 03_T3L;pMN;4.63;-18.84;18;
Pros 03_T3L;pMN;11.975;-12.454;20;
Pros 03_T3L;pMN;10.857;-15.328;25;
RunxA 01_T1L;NB;0;0;0;
RunxA 01_T1L;pMN;-6.387;-1.756;1;*
RunxA 01_T1L;GMC;2.555;-2.075;2;
RunxA 01_T1L;pMN;-9.42;-2.714;3;*
RunxA 01_T1L;pMN;-10.219;1.118;3;*
RunxA 01_T1L;pMN;-4.151;-4.311;4;*
RunxA 01_T1L;pMN;0;-5.109;4;
RunxA 01_T1L;pMN;-5.748;-0.479;5;
RunxA 01_T1L;pMN;-8.143;1.118;5;
RunxA 01_T1L;GMC;-0.958;0.16;5;
RunxA 01_T1L;pMN;-8.941;-6.067;6;
RunxA 01_T1L;pMN;-12.135;3.992;6;*
RunxA 01_T1L;pMN;-11.975;-2.395;10;*
RunxA 01_T1L;pMN;-12.135;0.799;10;*
RunxA 01_T1L;pMN;-10.059;2.236;10;*
RunxA 01_T1L;pMN;-2.235;-5.428;10;
RunxA 01_T1L;pMN;-8.143;-6.865;10;
RunxA 01_T1L;pMN;-5.588;-2.554;10;*
RunxA 01_T1L;pMN;-6.227;0.479;10;
RunxA 01_T1L;pMN;-2.874;0.479;10;
RunxA 01_T1L;pMN;1.597;-0.479;11;
RunxA 01_T1L;pMN;1.437;3.992;11;
RunxA 01_T1L;pMN;-1.756;-6.227;14;
RunxA 01_T1L;pMN;-1.756;-2.554;14;
RunxA 01_T1L;pMN;-6.387;-4.949;14;
RunxA 01_T1L;pMN;-6.546;0;14;*
RunxA 01_T1L;pMN;0.798;2.236;17;*
RunxA 01_T1L;pMN;-1.437;5.429;17;*
RunxA 01_T1L;pMN;-6.227;-4.79;20;
RunxA 01_T1L;pMN;-3.034;5.11;21;*
RunxA 01_T1L;pMN;2.395;4.152;21;*
RunxA 01_T1L;pMN;-2.076;0.639;23;
RunxA 01_T1L;pMN;-0.798;6.706;24;*
RunxA 01_T1L;pMN;-0.958;-0.798;26;
RunxA 01_T1L;pMN;1.916;4.471;26;
RunxA 01_T1L;pMN;-2.874;1.278;32;
RunxA 01_T1L;pMN;3.193;7.026;32;
RunxA 01_T1L;pMN;0.319;8.622;32;
RunxA 01_T1L;pMN;-0.16;3.673;37;
RunxA 01_T1L;pMN;-6.067;-3.033;37;
RunxA 01_T1R;NB;0;0;0;
RunxA 01_T1R;pMN;-6.227;6.227;-4;*
RunxA 01_T1R;pMN;-9.101;8.782;-4;
RunxA 01_T1R;pMN;-7.504;3.513;-2;*
RunxA 01_T1R;pMN;-9.899;4.79;-2;*
RunxA 01_T1R;pMN;-2.874;7.824;-2;*
RunxA 01_T1R;pMN;-4.63;10.857;-2;
RunxA 01_T1R;pMN;-11.336;8.143;0;
RunxA 01_T1R;pMN;-11.656;11.017;0;
RunxA 01_T1R;pMN;-4.79;5.429;0;*
RunxA 01_T1R;pMN;-2.235;9.58;2;*
RunxA 01_T1R;pMN;-4.63;1.916;2;*
RunxA 01_T1R;pMN;-2.874;3.832;2;*
RunxA 01_T1R;GMC;2.076;-1.118;2;
RunxA 01_T1R;pMN;-8.941;6.706;4;*
RunxA 01_T1R;pMN;-7.824;10.059;4;
RunxA 01_T1R;GMC;0.639;-2.076;4;
RunxA 01_T1R;pMN;-2.874;9.899;5;
RunxA 01_T1R;pMN;-0.798;3.193;5;
RunxA 01_T1R;pMN;-3.513;2.235;5;*
RunxA 01_T1R;pMN;0.319;-2.395;7;
RunxA 01_T1R;pMN;3.193;0.639;7;
RunxA 01_T1R;pMN;0.639;3.034;8;
RunxA 01_T1R;pMN;-8.782;3.353;9;
RunxA 01_T1R;pMN;-3.034;8.462;9;
RunxA 01_T1R;pMN;-3.832;3.353;11;
RunxA 01_T1R;pMN;3.353;0.639;12;*
RunxA 01_T1R;pMN;-10.378;-0.16;14;*
RunxA 01_T1R;pMN;-7.345;3.353;14;*
RunxA 01_T1R;pMN;-1.118;4.311;14;
RunxA 01_T1R;pMN;3.513;-0.958;17;
RunxA 01_T1R;pMN;-4.311;-1.437;19;*
RunxA 01_T1R;pMN;6.546;-3.992;20;
RunxA 01_T1R;pMN;1.437;-0.958;20;
RunxA 01_T1R;pMN;-0.958;-6.067;23;
RunxA 01_T1R;pMN;7.025;-6.227;24;
RunxA 01_T1R;pMN;-1.437;-7.504;26;
RunxA 01_T1R;pMN;3.193;-6.866;29;
RunxA 02_T1L;NB;0;0;0;
RunxA 02_T1L;pMN;-9.192;-2.076;-2;*
RunxA 02_T1L;pMN;-5.041;-3.559;-1;*
RunxA 02_T1L;GMC;-4.3;0;2;
RunxA 02_T1L;pMN;-10.527;-4.596;3;*
RunxA 02_T1L;pMN;-8.451;-2.224;3;*
RunxA 02_T1L;pMN;-7.413;-4.448;3;*
RunxA 02_T1L;pMN;-2.669;-4.448;3;
RunxA 02_T1L;pMN;-5.189;-8.303;3;*
RunxA 02_T1L;pMN;0.593;-6.376;3;
RunxA 02_T1L;pMN;3.706;-4.3;4;
RunxA 02_T1L;GMC;-2.965;-0.445;4;
RunxA 02_T1L;pMN;-2.521;-7.562;5;
RunxA 02_T1L;pMN;-4.003;-11.268;6;
RunxA 02_T1L;pMN;-9.192;-9.489;6;*
RunxA 02_T1L;pMN;-1.483;-3.707;6;
RunxA 02_T1L;pMN;-8.154;-5.338;6;*
RunxA 02_T1L;pMN;-3.262;-6.079;7;
RunxA 02_T1L;pMN;-4.893;-9.193;8;
RunxA 02_T1L;pMN;-3.707;-2.373;9;
RunxA 02_T1L;pMN;-8.748;-5.486;9;
RunxA 02_T1L;pMN;-8.303;-12.454;9;
RunxA 02_T1L;pMN;-3.262;-12.751;9;
RunxA 02_T1L;pMN;-1.779;-8.451;9;
RunxA 02_T1L;pMN;2.669;-6.227;9;
RunxA 02_T1L;pMN;2.076;-9.786;9;
RunxA 02_T1L;pMN;0.296;-3.262;12;*
RunxA 02_T1L;pMN;-1.334;-15.123;13;
RunxA 02_T1L;pMN;-8.451;-10.527;14;
RunxA 02_T1L;pMN;-8.154;-6.82;14;*
RunxA 02_T1L;pMN;-4.003;-5.634;14;*
RunxA 02_T1L;pMN;0.889;-6.672;15;*
RunxA 02_T1L;pMN;-1.483;-10.675;15;*
RunxA 02_T1L;pMN;-9.341;-8.896;18;*
RunxA 02_T1L;pMN;-3.41;-6.227;18;*
RunxA 02_T1L;pMN;-1.631;-10.675;18;*
RunxA 02_T1L;pMN;-3.707;-8.303;22;
RunxA 02_T1L;pMN;-4.003;-12.306;22;
RunxA 02_T1L;pMN;-4.893;-8.303;26;
RunxA 02_T1L;pMN;-5.041;-9.193;30;
RunxA 02_T1R;NB;0;0;0;
RunxA 02_T1R;pMN;-3.262;5.634;1;*
RunxA 02_T1R;pMN;-4.596;1.631;1;*
RunxA 02_T1R;pMN;3.114;-6.969;1;
RunxA 02_T1R;pMN;5.189;-3.41;1;
RunxA 02_T1R;pMN;8.896;-6.969;2;
RunxA 02_T1R;GMC;-1.779;-4.152;2;
RunxA 02_T1R;pMN;-0.445;2.52;3;*
RunxA 02_T1R;pMN;-6.523;-3.855;3;*
RunxA 02_T1R;pMN;0.297;-11.565;3;*
RunxA 02_T1R;pMN;10.527;-10.675;3;*
RunxA 02_T1R;GMC;1.038;-5.782;3;
RunxA 02_T1R;pMN;9.489;-14.382;4;*
RunxA 02_T1R;pMN;5.041;-15.123;4;*
RunxA 02_T1R;pMN;-1.631;-7.858;4;
RunxA 02_T1R;pMN;-0.741;5.93;5;*
RunxA 02_T1R;pMN;-2.372;1.038;5;*
RunxA 02_T1R;pMN;-6.672;-1.631;5;*
RunxA 02_T1R;pMN;3.262;-3.114;5;
RunxA 02_T1R;pMN;-1.334;-2.817;6;*
RunxA 02_T1R;pMN;-4.448;-4.893;6;*
RunxA 02_T1R;pMN;7.413;-12.009;6;*
RunxA 02_T1R;pMN;6.375;-6.524;6;
RunxA 02_T1R;pMN;-1.631;-10.379;7;
RunxA 02_T1R;pMN;1.928;-9.193;7;
RunxA 02_T1R;pMN;13.64;-13.047;8;*
RunxA 02_T1R;pMN;0.89;-14.382;8;
RunxA 02_T1R;pMN;1.335;3.113;8;
RunxA 02_T1R;pMN;-3.262;-4.003;8;*
RunxA 02_T1R;pMN;-4.003;-8.451;8;
RunxA 02_T1R;pMN;-0.741;-6.672;8;
RunxA 02_T1R;pMN;2.669;-11.12;9;
RunxA 02_T1R;pMN;2.817;-17.94;11;
RunxA 02_T1R;pMN;7.71;-20.905;11;
RunxA 02_T1R;pMN;13.937;-17.94;11;
RunxA 02_T1R;pMN;14.826;-13.344;11;
RunxA 02_T1R;pMN;10.23;-10.972;12;
RunxA 02_T1R;pMN;5.782;-14.826;12;
RunxA 02_T1R;pMN;1.483;-8.303;12;
RunxA 02_T1R;pMN;-3.113;-6.227;12;
RunxA 02_T1R;pMN;10.823;-16.754;17;
RunxA 02_T1R;pMN;8.896;-10.972;17;
RunxA 02_T1R;pMN;14.085;-14.085;17;
RunxA 02_T1R;pMN;17.347;-14.678;17;
RunxA 03_T1L;NB;0;0;0;
RunxA 03_T1L;pMN;10.378;-4.893;-2;*
RunxA 03_T1L;pMN;6.672;-6.82;-1;*
RunxA 03_T1L;pMN;6.079;-11.416;1;
RunxA 03_T1L;pMN;10.971;-7.265;2;*
RunxA 03_T1L;pMN;8.451;-10.823;2;*
RunxA 03_T1L;pMN;2.224;-8.006;3;*
RunxA 03_T1L;pMN;6.672;-7.117;4;*
RunxA 03_T1L;pMN;9.044;-9.785;5;*
RunxA 03_T1L;pMN;10.082;-13.344;5;*
RunxA 03_T1L;pMN;9.192;-16.902;5;
RunxA 03_T1L;pMN;2.817;-11.713;5;
RunxA 03_T1L;pMN;0.741;-5.189;5;*
RunxA 03_T1L;pMN;4.596;0.593;5;
RunxA 03_T1L;GMC;1.482;0.741;5;
RunxA 03_T1L;pMN;2.224;-2.669;6;
RunxA 03_T1L;pMN;3.706;-7.117;7;*
RunxA 03_T1L;pMN;1.482;-2.965;8;
RunxA 03_T1L;pMN;3.855;-2.669;8;
RunxA 03_T1L;pMN;0.889;-13.64;8;
RunxA 03_T1L;pMN;4.893;-16.309;8;
RunxA 03_T1L;GMC;1.779;1.334;8;
RunxA 03_T1L;pMN;4.893;-20.015;9;*
RunxA 03_T1L;pMN;9.933;-17.792;9;*
RunxA 03_T1L;pMN;1.927;-8.896;9;*
RunxA 03_T1L;pMN;-1.334;-6.227;9;
RunxA 03_T1L;GMC;3.558;1.483;9;
RunxA 03_T1L;pMN;-1.779;-2.817;10;
RunxA 03_T1L;pMN;-0.297;-3.558;11;
RunxA 03_T1L;pMN;9.192;-21.202;12;*
RunxA 03_T1L;pMN;0.445;-16.605;12;
RunxA 03_T1L;pMN;0.445;-9.489;13;
RunxA 03_T1L;pMN;6.523;-24.463;14;
RunxA 03_T1L;pMN;1.482;-21.498;14;*
RunxA 03_T1L;pMN;6.82;-18.236;14;
RunxA 03_T1L;pMN;3.41;-15.864;14;*
RunxA 03_T1L;pMN;5.93;-12.158;14;
RunxA 03_T1L;pMN;1.927;-9.192;16;
RunxA 03_T1L;pMN;-1.928;-0.89;16;
RunxA 03_T1L;pMN;-2.076;-12.009;17;
RunxA 03_T1L;pMN;4.151;-21.646;18;
RunxA 03_T1L;pMN;3.262;-17.198;20;
RunxA 03_T1L;pMN;-2.076;-17.792;20;
RunxA 03_T1L;pMN;2.224;-21.053;23;
RunxA 03_T1L;pMN;2.076;-16.161;28;
RunxA 03_T1R;NB;0;0;0;
RunxA 03_T1R;pMN;6.82;-8.6;-4;*
RunxA 03_T1R;pMN;5.19;-5.338;-4;*
RunxA 03_T1R;pMN;7.265;-2.521;-4;*
RunxA 03_T1R;pMN;3.262;-2.076;-4;*
RunxA 03_T1R;pMN;0.89;-5.634;-4;
RunxA 03_T1R;pMN;2.966;-10.972;-4;
RunxA 03_T1R;pMN;-1.037;-1.335;-3;
RunxA 03_T1R;pMN;9.193;-7.117;-3;*
RunxA 03_T1R;pMN;9.044;-11.565;-2;
RunxA 03_T1R;pMN;6.672;-13.641;-2;
RunxA 03_T1R;pMN;12.751;-13.641;-2;
RunxA 03_T1R;pMN;-2.817;-3.411;0;
RunxA 03_T1R;pMN;2.076;-5.041;0;*
RunxA 03_T1R;pMN;7.265;-4.3;0;*
RunxA 03_T1R;pMN;8.6;-9.341;0;*
RunxA 03_T1R;pMN;0.445;-9.489;1;
RunxA 03_T1R;pMN;4.3;-8.303;1;
RunxA 03_T1R;pMN;12.158;-12.751;3;
RunxA 03_T1R;pMN;1.928;-4.152;3;
RunxA 03_T1R;pMN;6.969;-9.489;3;
RunxA 03_T1R;GMC;-0.889;-3.411;3;
RunxA 03_T1R;GMC;4.893;-2.521;3;
RunxA 03_T1R;pMN;3.41;-13.789;4;*
RunxA 03_T1R;pMN;7.71;-5.486;5;*
RunxA 03_T1R;pMN;10.527;-10.082;5;*
RunxA 03_T1R;pMN;3.262;-6.821;5;
RunxA 03_T1R;pMN;4.3;-9.637;5;
RunxA 03_T1R;pMN;0;-9.341;5;*
RunxA 03_T1R;pMN;1.038;-16.161;8;
RunxA 03_T1R;pMN;-0.296;-12.751;8;
RunxA 03_T1R;pMN;0.742;-7.71;8;
RunxA 03_T1R;pMN;6.82;-8.748;8;*
RunxA 03_T1R;pMN;0.445;-11.417;13;
RunxA 03_T1R;pMN;0.89;-15.716;13;
RunxA 03_T1R;pMN;-3.706;-13.344;13;
RunxA 03_T1R;pMN;-6.82;-9.341;13;
RunxA 03_T1R;pMN;1.038;-14.827;19;
RunxA 03_T1R;pMN;3.707;-16.013;21;
RunxA 01_T2R;NB;0;0;0;
RunxA 01_T2R;pMN;10.379;-0.958;-2;*
RunxA 01_T2R;pMN;5.11;-3.194;-2;
RunxA 01_T2R;pMN;11.017;-6.068;-1;
RunxA 01_T2R;pMN;10.538;2.714;-1;*
RunxA 01_T2R;pMN;7.345;1.117;0;*
RunxA 01_T2R;pMN;9.74;-2.555;1;*
RunxA 01_T2R;pMN;6.706;-5.11;1;
RunxA 01_T2R;GMC;2.076;-2.715;1;
RunxA 01_T2R;pMN;14.53;-3.034;2;
RunxA 01_T2R;pMN;16.127;-5.748;2;
RunxA 01_T2R;pMN;9.261;-0.32;3;*
RunxA 01_T2R;pMN;11.017;4.151;3;*
RunxA 01_T2R;GMC;3.353;0.319;3;
RunxA 01_T2R;pMN;15.169;-7.984;4;
RunxA 01_T2R;pMN;9.9;-7.505;4;
RunxA 01_T2R;pMN;3.194;-5.748;4;*
RunxA 01_T2R;pMN;5.748;-4.152;4;
RunxA 01_T2R;pMN;5.429;-2.236;4;
RunxA 01_T2R;pMN;13.572;1.756;4;*
RunxA 01_T2R;pMN;6.227;-7.824;6;*
RunxA 01_T2R;pMN;8.303;-2.715;7;
RunxA 01_T2R;pMN;12.774;-4.79;7;
RunxA 01_T2R;pMN;10.538;-8.782;7;*
RunxA 01_T2R;pMN;17.085;-8.942;10;
RunxA 01_T2R;pMN;4.79;-5.11;10;*
RunxA 01_T2R;pMN;6.706;-9.58;12;*
RunxA 01_T2R;pMN;17.404;-3.832;12;
RunxA 01_T2R;pMN;2.395;-8.303;13;*
RunxA 01_T2R;pMN;12.295;-11.337;13;
RunxA 01_T2R;pMN;9.58;-3.513;13;
RunxA 01_T2R;pMN;12.933;-7.185;14;
RunxA 01_T2R;pMN;7.026;-6.068;16;
RunxA 01_T2R;pMN;11.816;-12.774;16;*
RunxA 01_T2R;pMN;12.614;-3.832;18;
RunxA 01_T2R;pMN;8.942;-9.101;19;
RunxA 01_T2R;pMN;11.656;-13.572;20;*
RunxA 01_T2R;pMN;16.925;-13.732;20;
RunxA 01_T2R;pMN;11.975;-4.95;22;
RunxA 01_T2R;pMN;12.933;-10.379;24;
RunxA 01_T2R;pMN;14.37;-13.572;25;
RunxA 01_T2R;pMN;19.48;-10.858;36;
RunxA 02_T2L;NB;0;0;0;
RunxA 02_T2L;GMC;4.003;-3.114;0;
RunxA 02_T2L;GMC;0.742;-3.855;2;
RunxA 02_T2L;pMN;-4.151;-3.41;3;
RunxA 02_T2L;pMN;-0.148;-6.227;3;*
RunxA 02_T2L;pMN;1.779;1.038;4;*
RunxA 02_T2L;pMN;-2.668;-8.154;5;
RunxA 02_T2L;pMN;3.707;-3.707;6;
RunxA 02_T2L;pMN;4.893;-5.931;6;
RunxA 02_T2L;pMN;5.041;-8.451;6;*
RunxA 02_T2L;pMN;0.742;-8.006;6;*
RunxA 02_T2L;pMN;-1.037;1.483;7;*
RunxA 02_T2L;pMN;-1.186;-1.334;7;*
RunxA 02_T2L;pMN;0.742;-3.558;7;*
RunxA 02_T2L;pMN;6.969;-1.927;7;
RunxA 02_T2L;pMN;9.341;-4.744;7;
RunxA 02_T2L;pMN;3.707;-1.186;8;*
RunxA 02_T2L;pMN;4.3;-5.041;9;
RunxA 02_T2L;pMN;0;-10.378;10;
RunxA 02_T2L;pMN;-1.037;-4.3;10;
RunxA 02_T2L;pMN;7.71;-7.413;11;
RunxA 02_T2L;pMN;6.376;-3.41;11;
RunxA 02_T2L;pMN;2.076;-1.927;11;*
RunxA 02_T2L;pMN;5.041;-11.416;13;*
RunxA 02_T2L;pMN;-0.593;-15.716;13;
RunxA 02_T2L;pMN;8.451;-7.858;14;*
RunxA 02_T2L;pMN;3.707;-6.375;15;
RunxA 02_T2L;pMN;-0.593;-12.009;16;*
RunxA 02_T2L;pMN;7.413;-13.937;16;*
RunxA 02_T2L;pMN;3.707;-9.637;18;*
RunxA 02_T2L;pMN;4.448;-16.902;19;*
RunxA 02_T2L;pMN;-2.965;-15.568;20;
RunxA 02_T2L;pMN;-1.037;-21.201;21;
RunxA 02_T2L;pMN;3.41;-12.158;21;
RunxA 02_T2L;pMN;1.779;-20.164;23;
RunxA 02_T2L;pMN;-1.186;-24.018;25;
RunxA 02_T2L;pMN;-4.892;-18.681;25;
RunxA 02_T2L;pMN;1.779;-17.495;25;
RunxA 02_T2L;pMN;-2.224;-27.428;28;
RunxA 02_T2L;pMN;-1.482;-19.422;29;
RunxA 02_T2L;pMN;3.114;-22.832;36;
RunxA 02_T2R;NB;0;0;0;
RunxA 02_T2R;pMN;-4.596;-2.817;3;*
RunxA 02_T2R;pMN;-7.117;-0.593;3;
RunxA 02_T2R;pMN;6.227;2.965;3;
RunxA 02_T2R;pMN;2.224;4.299;3;*
RunxA 02_T2R;pMN;-1.038;2.668;5;*
RunxA 02_T2R;pMN;2.224;1.779;5;*
RunxA 02_T2R;pMN;-3.707;1.186;5;*
RunxA 02_T2R;GMC;0.296;-3.559;5;
RunxA 02_T2R;GMC;-2.076;-1.631;5;
RunxA 02_T2R;pMN;2.669;6.227;6;*
RunxA 02_T2R;pMN;-0.593;4.003;8;*
RunxA 02_T2R;pMN;2.965;1.482;8;*
RunxA 02_T2R;pMN;0.148;0;8;*
RunxA 02_T2R;GMC;-0.148;-2.817;8;
RunxA 02_T2R;pMN;-5.337;-4.448;9;
RunxA 02_T2R;pMN;-6.672;-1.483;9;
RunxA 02_T2R;pMN;-1.186;-4.893;10;
RunxA 02_T2R;pMN;-4.003;-0.297;11;
RunxA 02_T2R;pMN;1.483;-0.593;11;
